index,Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year,Dosemtic %,Foreign %,Domestic %
2368,325,The Royal Bride,0,0,-,0,100%,2020.csv,2020,-,,
2369,326,Beasts Clawing at Straws,0,0,-,0,100%,2020.csv,2020,-,,
2370,327,Last Letter,0,0,-,0,100%,2020.csv,2020,-,,
2371,328,The Lion King 2020 Re-release,0,0,-,0,100%,2020.csv,2020,-,,
2372,329,Another Round,0,0,-,0,100%,2020.csv,2020,-,,
2373,330,Yowamushi Pedal: The Movie 2020 Re-release,0,0,-,0,100%,2020.csv,2020,-,,
2374,331,Klassikokkutulek 2: Pulmad ja matused,0,0,-,0,100%,2020.csv,2020,-,,
2375,332,Hocus Pocus 2020 Re-release,0,0,88.9%,0,11.1%,2020.csv,2020,88.9%,,
2365,333,Jak zostalem gangsterem. Historia prawdziwa,0,0,-,0,100%,2020.csv,2020,-,,
2376,334,Divorce Club,0,0,-,0,100%,2020.csv,2020,-,,
2379,335,Masked Ward,0,0,-,0,100%,2020.csv,2020,-,,
2363,336,The Legacy Of Dr. Death: Black File,0,0,-,0,100%,2020.csv,2020,-,,
2380,337,Ayyappanum Koshiyum,0,0,-,0,100%,2020.csv,2020,-,,
2381,338,Baba Parasi,0,0,-,0,100%,2020.csv,2020,-,,
2382,339,Die Känguru-Chroniken,0,0,-,0,100%,2020.csv,2020,-,,
2383,340,Mama Weed,0,0,-,0,100%,2020.csv,2020,-,,
2384,341,The Real Exorcist,0,0,-,0,100%,2020.csv,2020,-,,
2385,342,Mayday,0,0,-,0,100%,2020.csv,2020,-,,
2386,343,Bheeshma,0,0,-,0,100%,2020.csv,2020,-,,
2387,344,Made in Abyss: Dawn of the Deep Soul,0,0,-,0,100%,2020.csv,2020,-,,
2377,345,Cindy La Regia,0,0,-,0,100%,2020.csv,2020,-,,
2339,346,Back to the Wharf,0,0,-,0,100%,2020.csv,2020,-,,
2340,347,Adu,0,0,-,0,100%,2020.csv,2020,-,,
2389,348,Panga,0,0,11.9%,0,88.1%,2020.csv,2020,11.9%,,
2350,349,Shubh Mangal Zyada Saavdhan,0,0,-,0,100%,2020.csv,2020,-,,
2391,350,Streltsov,0,0,-,0,100%,2020.csv,2020,-,,
2341,351,The Best Years,0,0,-,0,100%,2020.csv,2020,-,,
2342,352,Fatale,0,0,90.3%,0,9.7%,2020.csv,2020,90.3%,,
2343,353,Spycies,0,0,-,0,100%,2020.csv,2020,-,,
2344,354,Jim Button and the Wild 13,0,0,-,0,100%,2020.csv,2020,-,,
2345,355,Antebellum,0,0,-,0,100%,2020.csv,2020,-,,
2346,356,It's for Your Own Good,0,0,<0.1%,0,100%,2020.csv,2020,<0.1%,,
2347,357,Psy 3: W imie zasad,0,0,-,0,100%,2020.csv,2020,-,,
2348,358,Blood Moon Party,0,0,-,0,100%,2020.csv,2020,-,,
2349,359,Innocence,0,0,-,0,100%,2020.csv,2020,-,,
2351,360,Silver Skates,0,0,-,0,100%,2020.csv,2020,-,,
2388,361,Godai - The Wunderkind,0,0,-,0,100%,2020.csv,2020,-,,
2352,362,Chhapaak,0,0,9.3%,0,90.7%,2020.csv,2020,9.3%,,
2353,363,Dragon Rider,0,0,-,0,100%,2020.csv,2020,-,,
2354,364,"Love Me, Love Me Not",0,0,-,0,100%,2020.csv,2020,-,,
2355,365,Hammamet,0,0,-,0,100%,2020.csv,2020,-,,
2356,366,Lindenberg! Mach dein Ding,0,0,-,0,100%,2020.csv,2020,-,,
2357,367,Midnight Swan,0,0,-,0,100%,2020.csv,2020,-,,
2358,368,Nausicaä of the Valley of the Wind 2020 Re-release,0,0,-,0,100%,2020.csv,2020,-,,
2359,369,Simply Black,0,0,-,0,100%,2020.csv,2020,-,,
2360,370,My Boyfriend's Meds,0,0,47.2%,0,52.8%,2020.csv,2020,47.2%,,
2361,371,Bill & Ted Face the Music,0,0,54.8%,0,45.2%,2020.csv,2020,54.8%,,
2364,372,The Rhythm Section,0,0,90.8%,0,9.2%,2020.csv,2020,90.8%,,
2419,373,Edge of Tomorrow,0,0,27%,0,73%,2014.csv,2014,27%,,
2418,374,Penguins of Madagascar,0,0,22.4%,0,77.6%,2014.csv,2014,22.4%,,
2366,375,How to Be a Good Wife,0,0,-,0,100%,2020.csv,2020,-,,
2417,376,Lucy,0,0,27.6%,0,72.4%,2014.csv,2014,27.6%,,
2431,377,Exodus: Gods and Kings,0,0,24.2%,0,75.8%,2014.csv,2014,24.2%,,
2421,378,Night at the Museum: Secret of the Tomb,0,0,31.3%,0,68.7%,2014.csv,2014,31.3%,,
2422,379,Noah,0,0,28.2%,0,71.8%,2014.csv,2014,28.2%,,
2423,380,The Maze Runner,0,0,29.4%,0,70.6%,2014.csv,2014,29.4%,,
2424,381,300: Rise of an Empire,0,0,31.6%,0,68.4%,2014.csv,2014,31.6%,,
2425,382,22 Jump Street,0,0,57.9%,0,42.1%,2014.csv,2014,57.9%,,
2426,383,The Fault in Our Stars,0,0,40.7%,0,59.3%,2014.csv,2014,40.7%,,
2427,384,Divergent,0,0,52.3%,0,47.7%,2014.csv,2014,52.3%,,
2428,385,Paddington,0,0,27%,0,73%,2014.csv,2014,27%,,
2429,386,Mr. Peabody & Sherman,0,0,40.4%,0,59.6%,2014.csv,2014,40.4%,,
2430,387,Neighbors,0,0,55.5%,0,44.5%,2014.csv,2014,55.5%,,
2432,388,Annabelle,0,0,32.8%,0,67.2%,2014.csv,2014,32.8%,,
2126,389,Luck-Key,0,0,1%,0,99%,2016.csv,2016,1%,,
2433,390,Hercules,0,0,29.7%,0,70.3%,2014.csv,2014,29.7%,,
2434,391,RoboCop,0,0,24.1%,0,75.9%,2014.csv,2014,24.1%,,
2435,392,The Imitation Game,0,0,39%,0,61%,2014.csv,2014,39%,,
2436,393,Non-Stop,0,0,41.4%,0,58.6%,2014.csv,2014,41.4%,,
2437,394,Dracula Untold,0,0,25.9%,0,74.1%,2014.csv,2014,25.9%,,
2438,395,The Expendables 3,0,0,18.3%,0,81.7%,2014.csv,2014,18.3%,,
2439,396,Into the Woods,0,0,60.1%,0,39.9%,2014.csv,2014,60.1%,,
2440,397,Fury,0,0,40.5%,0,59.5%,2014.csv,2014,40.5%,,
2441,398,Need for Speed,0,0,21.4%,0,78.6%,2014.csv,2014,21.4%,,
2415,399,Teenage Mutant Ninja Turtles,0,0,39.4%,0,60.6%,2014.csv,2014,39.4%,,
2392,400,The SpongeBob Movie: Sponge on the Run,0,0,100%,0,-,2020.csv,2020,100%,,
2416,401,The Lego Movie,0,0,55.1%,0,44.9%,2014.csv,2014,55.1%,,
2402,402,Guardians of the Galaxy,0,0,43.1%,0,56.9%,2014.csv,2014,43.1%,,
2420,403,Gone Girl,0,0,45.4%,0,54.6%,2014.csv,2014,45.4%,,
2393,404,The Vets,0,0,-,0,100%,2020.csv,2020,-,,
2394,405,The Broken Hearts Gallery,0,0,85.1%,0,14.9%,2020.csv,2020,85.1%,,
2395,406,Gladiator 20th Anniversary,0,0,-,0,100%,2020.csv,2020,-,,
2396,407,Intruder,0,0,-,0,100%,2020.csv,2020,-,,
2397,408,Granny Nanny,0,0,<0.1%,0,100%,2020.csv,2020,<0.1%,,
2398,409,Two by Two: Overboard!,0,0,-,0,100%,2020.csv,2020,-,,
2399,410,Military Wives,0,0,-,0,100%,2020.csv,2020,-,,
2400,411,Transformers: Age of Extinction,0,0,22.2%,0,77.8%,2014.csv,2014,22.2%,,
2401,412,The Hobbit: The Battle of the Five Armies,0,0,26.7%,0,73.3%,2014.csv,2014,26.7%,,
2403,413,Maleficent,0,0,31.8%,0,68.2%,2014.csv,2014,31.8%,,
2414,414,Rio 2,0,0,26.4%,0,73.6%,2014.csv,2014,26.4%,,
2404,415,The Hunger Games: Mockingjay - Part 1,0,0,44.6%,0,55.4%,2014.csv,2014,44.6%,,
2405,416,X-Men: Days of Future Past,0,0,31.4%,0,68.6%,2014.csv,2014,31.4%,,
2406,417,Captain America: The Winter Soldier,0,0,36.4%,0,63.6%,2014.csv,2014,36.4%,,
2407,418,Dawn of the Planet of the Apes,0,0,29.3%,0,70.7%,2014.csv,2014,29.3%,,
2408,419,The Amazing Spider-Man 2,0,0,28.6%,0,71.4%,2014.csv,2014,28.6%,,
2409,420,Interstellar,0,0,27.7%,0,72.3%,2014.csv,2014,27.7%,,
2410,421,Big Hero 6,0,0,33.8%,0,66.2%,2014.csv,2014,33.8%,,
2411,422,How to Train Your Dragon 2,0,0,28.5%,0,71.5%,2014.csv,2014,28.5%,,
2412,423,American Sniper,0,0,64%,0,36%,2014.csv,2014,64%,,
2413,424,Godzilla,0,0,38.2%,0,61.8%,2014.csv,2014,38.2%,,
2549,425,Recep Ivedik 4,0,0,-,0,100%,2014.csv,2014,-,,
2125,426,Never Gone,0,0,0.2%,0,99.8%,2016.csv,2016,0.2%,,
1835,427,Wish Dragon,0,0,-,0,100%,2021.csv,2021,-,,
1808,428,Tom and Jerry,0,0,39.8%,0,60.2%,2021.csv,2021,39.8%,,
1832,429,Spiral,0,0,72.1%,0,27.9%,2021.csv,2021,72.1%,,
1845,430,Monkey King Reborn,0,0,-,0,100%,2021.csv,2021,-,,
1836,431,The Dry,0,0,0.9%,0,99.1%,2021.csv,2021,0.9%,,
1837,432,Bo Gia,0,0,-,0,100%,2021.csv,2021,-,,
1838,433,Gintama: The Final,0,0,-,0,100%,2021.csv,2021,-,,
1839,434,Konyok-gorbunok,0,0,-,0,100%,2021.csv,2021,-,,
1840,435,Nomadland,0,0,14.5%,0,85.5%,2021.csv,2021,14.5%,,
1841,436,Minari,0,0,21.5%,0,78.5%,2021.csv,2021,21.5%,,
1842,437,Man in Love,0,0,-,0,100%,2021.csv,2021,-,,
1843,438,Those Who Wish Me Dead,0,0,42.9%,0,57.1%,2021.csv,2021,42.9%,,
1844,439,Vakeel Saab,0,0,-,0,100%,2021.csv,2021,-,,
1834,440,Chaos Walking,0,0,60.7%,0,39.3%,2021.csv,2021,60.7%,,
1847,441,Krack,0,0,-,0,100%,2021.csv,2021,-,,
1833,442,The Marksman,0,0,69.2%,0,30.8%,2021.csv,2021,69.2%,,
1848,443,"Caution, Hazardous Wife: The Movie",0,0,-,0,100%,2021.csv,2021,-,,
1849,444,Meitantei Conan: Hiiro no fuzai shômei,0,0,-,0,100%,2021.csv,2021,-,,
1850,445,Ji hun,0,0,-,0,100%,2021.csv,2021,-,,
1851,446,The Eleventh Chapter,0,0,-,0,100%,2021.csv,2021,-,,
1852,447,The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,0,0,-,0,100%,2021.csv,2021,-,,
1853,448,Love Letter 2021 Re-release,0,0,-,0,100%,2021.csv,2021,-,,
1854,449,Signal: The Movie,0,0,-,0,100%,2021.csv,2021,-,,
1855,450,Dad,0,0,-,0,100%,2021.csv,2021,-,,
1856,451,Couple from the Future,0,0,-,0,100%,2021.csv,2021,-,,
1831,452,Rurouni Kenshin: Final Chapter Part I - The Final,0,0,-,0,100%,2021.csv,2021,-,,
1857,453,Lat Mat 5: 48H,0,0,-,0,100%,2021.csv,2021,-,,
2099,454,Quo vado?,0,0,-,0,100%,2016.csv,2016,-,,
1830,455,The Last Warrior: Root of Evil,0,0,-,0,100%,2021.csv,2021,-,,
1806,456,Sister,0,0,-,0,100%,2021.csv,2021,-,,
1858,457,Judas and the Black Messiah,0,0,84.4%,0,15.6%,2021.csv,2021,84.4%,,
1809,458,My Love,0,0,-,0,100%,2021.csv,2021,-,,
1810,459,Endgame,0,0,<0.1%,0,100%,2021.csv,2021,<0.1%,,
1811,460,Detective Conan: The Scarlet Bullet,0,0,-,0,100%,2021.csv,2021,-,,
1812,461,Mortal Kombat,0,0,51.8%,0,48.2%,2021.csv,2021,51.8%,,
1813,462,Evangelion: 3.0+1.0 Thrice Upon a Time,0,0,-,0,100%,2021.csv,2021,-,,
1814,463,Boonie Bears: The Wild Life,0,0,-,0,100%,2021.csv,2021,-,,
1815,464,Wrath of Man,0,0,27.7%,0,72.3%,2021.csv,2021,27.7%,,
1816,465,Avatar 2021 Re-release,0,0,-,0,100%,2021.csv,2021,-,,
1817,466,Nezha Reborn,0,0,-,0,100%,2021.csv,2021,-,,
1818,467,Break Through the Darkness,0,0,-,0,100%,2021.csv,2021,-,,
1819,468,Nobody,0,0,56.3%,0,43.7%,2021.csv,2021,56.3%,,
1820,469,The Yinyang Master,0,0,-,0,100%,2021.csv,2021,-,,
1821,470,I Fell in Love Like A Flower Bouquet,0,0,-,0,100%,2021.csv,2021,-,,
1822,471,Big Red Envelope,0,0,-,0,100%,2021.csv,2021,-,,
1823,472,Once Upon a Time in Hong Kong,0,0,-,0,100%,2021.csv,2021,-,,
1824,473,Home Sweet Home,0,0,-,0,100%,2021.csv,2021,-,,
1825,474,Love Will Tear Us Apart,0,0,-,0,100%,2021.csv,2021,-,,
1826,475,Peter Rabbit 2: The Runaway,0,0,-,0,100%,2021.csv,2021,-,,
1827,476,The Little Things,0,0,51.1%,0,48.9%,2021.csv,2021,51.1%,,
1828,477,The Unholy,0,0,52.6%,0,47.4%,2021.csv,2021,52.6%,,
1829,478,Master,0,0,-,0,100%,2021.csv,2021,-,,
1846,479,The Courier,0,0,54.9%,0,45.1%,2021.csv,2021,54.9%,,
1807,480,Raya and the Last Dragon,0,0,38.8%,0,61.2%,2021.csv,2021,38.8%,,
1860,481,August Never Ends,0,0,-,0,100%,2021.csv,2021,-,,
1910,482,The Con-Heartist,0,0,-,0,100%,2021.csv,2021,-,,
1885,483,Mission Possible,0,0,-,0,100%,2021.csv,2021,-,,
1898,484,Roohi,0,0,-,0,100%,2021.csv,2021,-,,
1889,485,Después de Ti,0,0,-,0,100%,2021.csv,2021,-,,
1890,486,The Girl Who Believes in Miracles,0,0,100%,0,-,2021.csv,2021,100%,,
1891,487,Endless Rain,0,0,0.2%,0,99.8%,2021.csv,2021,0.2%,,
1892,488,Land,0,0,89.1%,0,10.9%,2021.csv,2021,89.1%,,
1893,489,Recalled,0,0,-,0,100%,2021.csv,2021,-,,
1894,490,The Book of Fish,0,0,-,0,100%,2021.csv,2021,-,,
1895,491,Here Today,0,0,100%,0,-,2021.csv,2021,100%,,
1896,492,Finding You,0,0,85.6%,0,14.4%,2021.csv,2021,85.6%,,
1897,493,High Ground,0,0,-,0,100%,2021.csv,2021,-,,
1887,494,The Sun Does Not Move,0,0,-,0,100%,2021.csv,2021,-,,
1900,495,Yakuza and the Family,0,0,-,0,100%,2021.csv,2021,-,,
1886,496,Tomorrow Will Be Fine,0,0,-,0,100%,2021.csv,2021,-,,
1901,497,30 Rojullo Preminchadam Ela?,0,0,-,0,100%,2021.csv,2021,-,,
1902,498,The Night Beyond the Tricornered Window,0,0,-,0,100%,2021.csv,2021,-,,
1903,499,One Second Champion,0,0,-,0,100%,2021.csv,2021,-,,
1904,500,June Again,0,0,-,0,100%,2021.csv,2021,-,,
1905,501,Alludu Adhurs,0,0,-,0,100%,2021.csv,2021,-,,
1906,502,Ensemble Stars!! Es Music Garden Delay Viewing,0,0,-,0,100%,2021.csv,2021,-,,
1907,503,Radhe,0,0,-,0,100%,2021.csv,2021,-,,
1908,504,Profile,0,0,100%,0,-,2021.csv,2021,100%,,
1909,505,Son of Morning,0,0,-,0,100%,2021.csv,2021,-,,
1884,506,The Lord of the Rings: The Return of the King 2021 Re-release,0,0,-,0,100%,2021.csv,2021,-,,
1861,507,Brave: Gunjyo Senki,0,0,-,0,100%,2021.csv,2021,-,,
1859,508,Penguin Bloom,0,0,-,0,100%,2021.csv,2021,-,,
1871,509,Major Grom: Plague Doctor,0,0,-,0,100%,2021.csv,2021,-,,
1888,510,Beautiful Lure: A Modern Tale of Painted Skin,0,0,-,0,100%,2021.csv,2021,-,,
1862,511,Suicide Forest Village,0,0,-,0,100%,2021.csv,2021,-,,
1863,512,Octonauts: The Ring of Fire,0,0,-,0,100%,2021.csv,2021,-,,
1864,513,Chernobyl: Abyss,0,0,-,0,100%,2021.csv,2021,-,,
1865,514,Kiba: The Fangs of Fiction,0,0,-,0,100%,2021.csv,2021,-,,
1866,515,Poly,0,0,-,0,100%,2021.csv,2021,-,,
1867,516,Red,0,0,-,0,100%,2021.csv,2021,-,,
1868,517,Palma,0,0,-,0,100%,2021.csv,2021,-,,
1869,518,Under the Open Sky,0,0,-,0,100%,2021.csv,2021,-,,
1870,519,Separation,0,0,100%,0,-,2021.csv,2021,100%,,
1872,520,The Relatives,0,0,-,0,100%,2021.csv,2021,-,,
1883,521,Wrong Turn,0,0,33.1%,0,66.9%,2021.csv,2021,33.1%,,
1873,522,77 Heartwarmings,0,0,-,0,100%,2021.csv,2021,-,,
1874,523,V2. Escape from Hell,0,0,-,0,100%,2021.csv,2021,-,,
1875,524,Prababushka lyogkogo povedeniya,0,0,-,0,100%,2021.csv,2021,-,,
1876,525,Girls und Panzer das Finale: Part III,0,0,-,0,100%,2021.csv,2021,-,,
1877,526,Boogie,0,0,99.7%,0,0.3%,2021.csv,2021,99.7%,,
1878,527,Seobok,0,0,-,0,100%,2021.csv,2021,-,,
1879,528,Voyagers,0,0,76.7%,0,23.3%,2021.csv,2021,76.7%,,
1880,529,The Lord of the Rings: The Two Towers 2021 Re-release,0,0,-,0,100%,2021.csv,2021,-,,
1881,530,The Mauritanian,0,0,21.2%,0,78.8%,2021.csv,2021,21.2%,,
1882,531,Karnan,0,0,-,0,100%,2021.csv,2021,-,,
1804,532,F9,0,0,-,0,100%,2021.csv,2021,-,,
1729,533,Hot Pursuit,0,0,67.3%,0,32.7%,2015.csv,2015,67.3%,,
1780,534,Attack on Titan Part 1,0,0,1.5%,0,98.5%,2015.csv,2015,1.5%,,
1727,535,Hollywood Adventures,0,0,-,0,100%,2015.csv,2015,-,,
2123,536,The Wailing,0,0,1.6%,0,98.4%,2016.csv,2016,1.6%,,
1726,537,The Night Before,0,0,82.2%,0,17.8%,2015.csv,2015,82.2%,,
1730,538,The Himalayas,0,0,1.4%,0,98.6%,2015.csv,2015,1.4%,,
1731,539,The Boy and the Beast,0,0,1%,0,99%,2015.csv,2015,1%,,
1732,540,Surprise,0,0,-,0,100%,2015.csv,2015,-,,
1733,541,Entourage,0,0,65.7%,0,34.3%,2015.csv,2015,65.7%,,
1734,542,The Woman in Black 2: Angel of Death,0,0,54.2%,0,45.8%,2015.csv,2015,54.2%,,
1735,543,Concussion,0,0,71%,0,29%,2015.csv,2015,71%,,
1736,544,Inside Men,0,0,-,0,100%,2015.csv,2015,-,,
1737,545,Lie ri zhuo xin,0,0,-,0,100%,2015.csv,2015,-,,
1738,546,Boonie Bears Winter,0,0,-,0,100%,2015.csv,2015,-,,
1728,547,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",0,0,0.5%,0,99.5%,2015.csv,2015,0.5%,,
1739,548,Mortdecai,0,0,16.3%,0,83.7%,2015.csv,2015,16.3%,,
1741,549,Somewhere Only We Know,0,0,1.1%,0,98.9%,2015.csv,2015,1.1%,,
1742,550,"McFarland, USA",0,0,97.3%,0,2.7%,2015.csv,2015,97.3%,,
1743,551,Hero,0,0,0.2%,0,99.8%,2015.csv,2015,0.2%,,
1744,552,Still Alice,0,0,41.9%,0,58.1%,2015.csv,2015,41.9%,,
1745,553,Max,0,0,97%,0,3%,2015.csv,2015,97%,,
1746,554,The DUFF,0,0,77.9%,0,22.1%,2015.csv,2015,77.9%,,
1747,555,Legend,0,0,4.4%,0,95.6%,2015.csv,2015,4.4%,,
1748,556,The Gallows,0,0,53%,0,47%,2015.csv,2015,53%,,
1749,557,Love the Coopers,0,0,62%,0,38%,2015.csv,2015,62%,,
1750,558,The Throne,0,0,-,0,100%,2015.csv,2015,-,,
1725,559,The Boy Next Door,0,0,67.6%,0,32.4%,2015.csv,2015,67.6%,,
1703,560,A Violent Prosecutor,0,0,-,0,100%,2015.csv,2015,-,,
1805,561,A Writer's Odyssey,0,0,<0.1%,0,99.9%,2021.csv,2021,<0.1%,,
1713,562,"Dragon Ball Z: Resurrection ""F""",0,0,13%,0,87%,2015.csv,2015,13%,,
1702,563,Running Man,0,0,0.5%,0,99.5%,2015.csv,2015,0.5%,,
1704,564,The Age of Adaline,0,0,64.9%,0,35.1%,2015.csv,2015,64.9%,,
1705,565,Monk Comes Down the Mountain,0,0,-,0,100%,2015.csv,2015,-,,
1706,566,Zhongkui: Snow Girl and the Dark Crystal,0,0,0.3%,0,99.7%,2015.csv,2015,0.3%,,
1707,567,The Danish Girl,0,0,17.3%,0,82.7%,2015.csv,2015,17.3%,,
1708,568,The Boy,0,0,55.8%,0,44.2%,2015.csv,2015,55.8%,,
1709,569,The Hundred Regiments Offensive,0,0,-,0,100%,2015.csv,2015,-,,
1710,570,The Longest Ride,0,0,59.5%,0,40.5%,2015.csv,2015,59.5%,,
1711,571,Unfriended,0,0,51.7%,0,48.3%,2015.csv,2015,51.7%,,
1712,572,Brooklyn,0,0,61.7%,0,38.3%,2015.csv,2015,61.7%,,
1714,573,Woman in Gold,0,0,54.1%,0,45.9%,2015.csv,2015,54.1%,,
1751,574,The Lady in the Van,0,0,24.2%,0,75.8%,2015.csv,2015,24.2%,,
1715,575,Krampus,0,0,69.4%,0,30.6%,2015.csv,2015,69.4%,,
1716,576,The Perfect Guy,0,0,94.6%,0,5.4%,2015.csv,2015,94.6%,,
1717,577,Forever Young,0,0,0.2%,0,99.8%,2015.csv,2015,0.2%,,
1718,578,Miss Granny,0,0,0.4%,0,99.6%,2015.csv,2015,0.4%,,
1719,579,The Gift,0,0,74.2%,0,25.8%,2015.csv,2015,74.2%,,
1720,580,You Are My Sunshine,0,0,-,0,100%,2015.csv,2015,-,,
1721,581,No Escape,0,0,50.1%,0,49.9%,2015.csv,2015,50.1%,,
1722,582,Sinister 2,0,0,52%,0,48%,2015.csv,2015,52%,,
1723,583,Detective Conan: Sunflowers of Inferno,0,0,-,0,100%,2015.csv,2015,-,,
1724,584,Prem Ratan Dhan Payo,0,0,8.3%,0,91.7%,2015.csv,2015,8.3%,,
1740,585,Let's Get Married,0,0,1%,0,99%,2015.csv,2015,1%,,
1752,586,Ricki and the Flash,0,0,64.9%,0,35.1%,2015.csv,2015,64.9%,,
1793,587,Orange,0,0,-,0,100%,2015.csv,2015,-,,
1754,588,Carol,0,0,31.6%,0,68.4%,2015.csv,2015,31.6%,,
1755,589,Northern Limit Line,0,0,0.8%,0,99.2%,2015.csv,2015,0.8%,,
1778,590,Self/less,0,0,38.6%,0,61.4%,2015.csv,2015,38.6%,,
1794,591,Aloha,0,0,80.3%,0,19.7%,2015.csv,2015,80.3%,,
1784,592,Love & Mercy,0,0,43.8%,0,56.2%,2015.csv,2015,43.8%,,
1785,593,Flying Colors,0,0,-,0,100%,2015.csv,2015,-,,
1786,594,Triumph in the Skies,0,0,-,0,100%,2015.csv,2015,-,,
1787,595,The 33,0,0,43.7%,0,56.3%,2015.csv,2015,43.7%,,
1788,596,Bride Wars,0,0,-,0,100%,2015.csv,2015,-,,
1789,597,Irrational Man,0,0,14.7%,0,85.3%,2015.csv,2015,14.7%,,
1790,598,Detective K: Secret of the Lost Island,0,0,0.7%,0,99.3%,2015.csv,2015,0.7%,,
1791,599,To the Fore,0,0,-,0,100%,2015.csv,2015,-,,
1781,600,A Man Called Ove,0,0,11.3%,0,88.7%,2015.csv,2015,11.3%,,
1792,601,American Ultra,0,0,53%,0,47%,2015.csv,2015,53%,,
1795,602,Huevos: Little Rooster's Egg-cellent Adventure,0,0,35.1%,0,64.9%,2015.csv,2015,35.1%,,
1779,603,Saving Mr. Wu,0,0,0.3%,0,99.7%,2015.csv,2015,0.3%,,
1796,604,Dügün Dernek 2: Sünnet,0,0,-,0,100%,2015.csv,2015,-,,
1797,605,Look Who's Back,0,0,-,0,100%,2015.csv,2015,-,,
1798,606,Serial Teachers 2,0,0,-,0,100%,2015.csv,2015,-,,
1799,607,Wild City,0,0,0.1%,0,99.9%,2015.csv,2015,0.1%,,
1800,608,"Hi, Mom",0,0,-,0,100%,2021.csv,2021,-,,
1801,609,Detective Chinatown 3,0,0,-,0,100%,2021.csv,2021,-,,
1802,610,Godzilla vs. Kong,0,0,22.4%,0,77.6%,2021.csv,2021,22.4%,,
1803,611,Impasse,0,0,<0.1%,0,99.9%,2021.csv,2021,<0.1%,,
1756,612,Ex-Files 2: The Backup Strikes Back,0,0,-,0,100%,2015.csv,2015,-,,
1911,613,Juega Conmigo,0,0,-,0,100%,2021.csv,2021,-,,
1753,614,Ocho apellidos catalanes,0,0,-,0,100%,2015.csv,2015,-,,
1765,615,The New Adventures of Aladdin,0,0,-,0,100%,2015.csv,2015,-,,
1782,616,Far from the Madding Crowd,0,0,40.5%,0,59.5%,2015.csv,2015,40.5%,,
1783,617,Mr. Holmes,0,0,60.4%,0,39.6%,2015.csv,2015,60.4%,,
1757,618,Criminal,0,0,37.9%,0,62.1%,2015.csv,2015,37.9%,,
1758,619,Boruto: Naruto The Movie,0,0,2.4%,0,97.6%,2015.csv,2015,2.4%,,
1759,620,The Lazarus Effect,0,0,67.3%,0,32.7%,2015.csv,2015,67.3%,,
1760,621,Chek dou,0,0,-,0,100%,2015.csv,2015,-,,
1761,622,A Walk in the Woods,0,0,78.8%,0,21.2%,2015.csv,2015,78.8%,,
1762,623,Ex Machina,0,0,69%,0,31%,2015.csv,2015,69%,,
1763,624,Burnt,0,0,37.3%,0,62.7%,2015.csv,2015,37.3%,,
1764,625,The Priests,0,0,0.5%,0,99.5%,2015.csv,2015,0.5%,,
1766,626,Heidi,0,0,-,0,100%,2015.csv,2015,-,,
1777,627,Suffragette,0,0,14.7%,0,85.3%,2015.csv,2015,14.7%,,
1767,628,Room,0,0,41.5%,0,58.5%,2015.csv,2015,41.5%,,
1768,629,Lost and Love,0,0,0.5%,0,99.5%,2015.csv,2015,0.5%,,
1769,630,Secret in Their Eyes,0,0,57.9%,0,42.1%,2015.csv,2015,57.9%,,
1770,631,"Dad, Where Are We Going 2",0,0,-,0,100%,2015.csv,2015,-,,
1771,632,Doraemon: Nobita and the Space Heroes,0,0,-,0,100%,2015.csv,2015,-,,
1772,633,Steve Jobs,0,0,51.6%,0,48.4%,2015.csv,2015,51.6%,,
1773,634,Victor Frankenstein,0,0,16.9%,0,83.1%,2015.csv,2015,16.9%,,
1774,635,The Witness,0,0,1.2%,0,98.8%,2015.csv,2015,1.2%,,
1775,636,Project Almanac,0,0,67.3%,0,32.7%,2015.csv,2015,67.3%,,
1776,637,Dilwale,0,0,15.2%,0,84.8%,2015.csv,2015,15.2%,,
1899,638,Mumbai Saga,0,0,-,0,100%,2021.csv,2021,-,,
1912,639,Josep,0,0,-,0,100%,2021.csv,2021,-,,
1913,640,French Exit,0,0,46.3%,0,53.7%,2021.csv,2021,46.3%,,
2071,641,Why Him?,0,0,51.1%,0,48.9%,2016.csv,2016,51.1%,,
2044,642,Arrival,0,0,49.4%,0,50.6%,2016.csv,2016,49.4%,,
2060,643,Time Raiders,0,0,-,0,100%,2016.csv,2016,-,,
2050,644,Hacksaw Ridge,0,0,37.2%,0,62.8%,2016.csv,2016,37.2%,,
2051,645,Allegiant,0,0,36.9%,0,63.1%,2016.csv,2016,36.9%,,
2052,646,Operation Mekong,0,0,0.5%,0,99.5%,2016.csv,2016,0.5%,,
2053,647,The Girl on the Train,0,0,43.5%,0,56.5%,2016.csv,2016,43.5%,,
2054,648,The Huntsman: Winter's War,0,0,29.3%,0,70.7%,2016.csv,2016,29.3%,,
2055,649,The Magnificent Seven,0,0,57.5%,0,42.5%,2016.csv,2016,57.5%,,
2056,650,Jack Reacher: Never Go Back,0,0,36.2%,0,63.8%,2016.csv,2016,36.2%,,
2057,651,Don't Breathe,0,0,56.5%,0,43.5%,2016.csv,2016,56.5%,,
2047,652,Bad Moms,0,0,61.6%,0,38.4%,2016.csv,2016,61.6%,,
