index,Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year,Dosemtic %,Foreign %,Domestic %
1946,753,The Box,0,0,-,0,100%,2021.csv,2021,-,,
1947,754,Zoya,0,0,-,0,100%,2021.csv,2021,-,,
1948,755,Maya the Bee 3: The Golden Orb,0,0,-,0,100%,2021.csv,2021,-,,
1949,756,The Vault,0,0,-,0,100%,2021.csv,2021,-,,
1950,757,Scoob! 2021 Re-release,0,0,100%,0,-,2021.csv,2021,100%,,
1940,758,Crazy Wedding 3,0,0,-,0,100%,2021.csv,2021,-,,
1951,759,Fly Me Away,0,0,-,0,100%,2021.csv,2021,-,,
1954,760,Mandibles,0,0,-,0,100%,2021.csv,2021,-,,
1938,761,In the Mood for Love 2020 Re-release,0,0,-,0,100%,2021.csv,2021,-,,
1955,762,The Truffle Hunters,0,0,41.3%,0,58.7%,2021.csv,2021,41.3%,,
1956,763,Lamb of God: The Concert Film,0,0,100%,0,-,2021.csv,2021,100%,,
1957,764,Jathi Ratnalu,0,0,64.3%,0,35.7%,2021.csv,2021,64.3%,,
1958,765,Trang Ti Phieu Luu Ky,0,0,-,0,100%,2021.csv,2021,-,,
1959,766,Our Friend,0,0,100%,0,-,2021.csv,2021,100%,,
1960,767,Ready o/r Knot,0,0,-,0,100%,2021.csv,2021,-,,
1961,768,Music,0,0,-,0,100%,2021.csv,2021,-,,
1962,769,Tazza: One-Eyed Jack 2021 Re-release,0,0,-,0,100%,2021.csv,2021,-,,
1952,770,Four Good Days,0,0,100%,0,-,2021.csv,2021,100%,,
1914,771,Boss Level,0,0,-,0,100%,2021.csv,2021,-,,
1915,772,La La Land 2020 Re-release,0,0,-,0,100%,2021.csv,2021,-,,
1964,773,Three Sisters 2021 Re-release,0,0,-,0,100%,2021.csv,2021,-,,
1925,774,Zombie Reddy,0,0,-,0,100%,2021.csv,2021,-,,
1966,775,Kongsuni The Movie: Toy World Adventure,0,0,-,0,100%,2021.csv,2021,-,,
1916,776,Eeswaran,0,0,-,0,100%,2021.csv,2021,-,,
1917,777,Together Together,0,0,100%,0,-,2021.csv,2021,100%,,
1918,778,Hell's Garden,0,0,-,0,100%,2021.csv,2021,-,,
1919,779,El Exorcismo de Carmen Farías,0,0,-,0,100%,2021.csv,2021,-,,
1920,780,Long Story Short,0,0,-,0,100%,2021.csv,2021,-,,
1921,781,New Year Blues,0,0,-,0,100%,2021.csv,2021,-,,
1922,782,I Care a Lot,0,0,-,0,100%,2021.csv,2021,-,,
1923,783,Extinct,0,0,-,0,100%,2021.csv,2021,-,,
1924,784,Scott Pilgrim vs. the World 10th Anniversary (2021 Re-release),0,0,100%,0,-,2021.csv,2021,100%,,
1926,785,The Last Frontier,0,0,-,0,100%,2021.csv,2021,-,,
1963,786,The Seventh Day,0,0,-,0,100%,2021.csv,2021,-,,
1927,787,Ainbo,0,0,-,0,100%,2021.csv,2021,-,,
1928,788,Supernova,0,0,20.5%,0,79.5%,2021.csv,2021,20.5%,,
1929,789,Harry Potter and the Prisoner of Azkaban 2021 Re-release,0,0,-,0,100%,2021.csv,2021,-,,
1930,790,Sailor Moon Eternal,0,0,-,0,100%,2021.csv,2021,-,,
1931,791,Cousins,0,0,-,0,100%,2021.csv,2021,-,,
1932,792,Crisis,0,0,36.1%,0,63.9%,2021.csv,2021,36.1%,,
1933,793,In the Earth,0,0,100%,0,-,2021.csv,2021,100%,,
1934,794,Super Me,0,0,-,0,100%,2021.csv,2021,-,,
1935,795,Aria the Crepuscolo,0,0,-,0,100%,2021.csv,2021,-,,
1936,796,Dream Horse,0,0,100%,0,-,2021.csv,2021,100%,,
1939,797,Shadow in the Cloud,0,0,15.3%,0,84.7%,2021.csv,2021,15.3%,,
1994,798,Birth Time: The Documentary,0,0,-,0,100%,2021.csv,2021,-,,
1993,799,Cosmic Sin,0,0,-,0,100%,2021.csv,2021,-,,
1941,800,Long Weekend,0,0,100%,0,-,2021.csv,2021,100%,,
1992,801,Abominable 2021 Re-release,0,0,35.5%,0,64.5%,2021.csv,2021,35.5%,,
2006,802,Batman v Superman: Dawn of Justice,0,0,37.8%,0,62.2%,2016.csv,2016,37.8%,,
1996,803,Kabadadaari,0,0,-,0,100%,2021.csv,2021,-,,
1997,804,Dawn Raid,0,0,-,0,100%,2021.csv,2021,-,,
1998,805,The Funeral Home,0,0,-,0,100%,2021.csv,2021,-,,
1999,806,Ginger's Tale,0,0,-,0,100%,2021.csv,2021,-,,
2000,807,Captain America: Civil War,0,0,35.4%,0,64.6%,2016.csv,2016,35.4%,,
2001,808,Rogue One: A Star Wars Story,0,0,50.4%,0,49.6%,2016.csv,2016,50.4%,,
2002,809,Finding Dory,0,0,47.3%,0,52.7%,2016.csv,2016,47.3%,,
2003,810,Zootopia,0,0,33.3%,0,66.7%,2016.csv,2016,33.3%,,
2004,811,The Jungle Book,0,0,37.7%,0,62.3%,2016.csv,2016,37.7%,,
2005,812,The Secret Life of Pets,0,0,42.1%,0,57.9%,2016.csv,2016,42.1%,,
2007,813,Fantastic Beasts and Where to Find Them,0,0,28.8%,0,71.2%,2016.csv,2016,28.8%,,
2124,814,Demain tout commence,0,0,-,0,100%,2016.csv,2016,-,,
2008,815,Deadpool,0,0,46.4%,0,53.6%,2016.csv,2016,46.4%,,
2009,816,Suicide Squad,0,0,43.5%,0,56.5%,2016.csv,2016,43.5%,,
2010,817,Doctor Strange,0,0,34.3%,0,65.7%,2016.csv,2016,34.3%,,
2011,818,Moana,0,0,38.7%,0,61.3%,2016.csv,2016,38.7%,,
2012,819,Sing,0,0,42.6%,0,57.4%,2016.csv,2016,42.6%,,
2013,820,Mei ren yu,0,0,0.6%,0,99.4%,2016.csv,2016,0.6%,,
2014,821,X-Men: Apocalypse,0,0,28.6%,0,71.4%,2016.csv,2016,28.6%,,
2015,822,Kung Fu Panda 3,0,0,27.5%,0,72.5%,2016.csv,2016,27.5%,,
2016,823,La La Land,0,0,33.8%,0,66.2%,2016.csv,2016,33.8%,,
1990,824,Rising Wolf,0,0,-,0,100%,2021.csv,2021,-,,
1967,825,Girls Can't Surf,0,0,-,0,100%,2021.csv,2021,-,,
1991,826,Dutch,0,0,100%,0,-,2021.csv,2021,100%,,
1977,827,Minamata,0,0,-,0,100%,2021.csv,2021,-,,
1995,828,Under the Stars of Paris,0,0,-,0,100%,2021.csv,2021,-,,
1968,829,Dark Spell,0,0,-,0,100%,2021.csv,2021,-,,
1969,830,Twist,0,0,-,0,100%,2021.csv,2021,-,,
1970,831,Riders of Justice,0,0,8%,0,92%,2021.csv,2021,8%,,
1971,832,Top Gun 2021 Re-release,0,0,96.9%,0,3.1%,2021.csv,2021,96.9%,,
1972,833,Kalathil Sandhippom,0,0,-,0,100%,2021.csv,2021,-,,
1973,834,2021 Oscar Nominated Short Films: Live Action,0,0,100%,0,-,2021.csv,2021,100%,,
1974,835,Spirit Untamed,0,0,-,0,100%,2021.csv,2021,-,,
1975,836,My Salinger Year,0,0,12.5%,0,87.5%,2021.csv,2021,12.5%,,
1976,837,Willy's Wonderland,0,0,97%,0,3%,2021.csv,2021,97%,,
1978,838,The Cinderella Addiction,0,0,-,0,100%,2021.csv,2021,-,,
1989,839,Every Breath You Take,0,0,-,0,100%,2021.csv,2021,-,,
1979,840,Bangaru Bullodu,0,0,-,0,100%,2021.csv,2021,-,,
1980,841,Earwig and the Witch,0,0,42.1%,0,57.9%,2021.csv,2021,42.1%,,
1981,842,The United States vs. Billie Holiday,0,0,-,0,100%,2021.csv,2021,-,,
1982,843,The Water Man,0,0,100%,0,-,2021.csv,2021,100%,,
1983,844,The Last Journey of Paul W. R.,0,0,-,0,100%,2021.csv,2021,-,,
1984,845,Russian Yug,0,0,-,0,100%,2021.csv,2021,-,,
1985,846,Locked Down,0,0,-,0,100%,2021.csv,2021,-,,
1986,847,The Emperor's New Groove 2021 Re-release,0,0,100%,0,-,2021.csv,2021,100%,,
1987,848,Occupation: Rainfall,0,0,-,0,100%,2021.csv,2021,-,,
1988,849,Sound of Metal,0,0,-,0,100%,2021.csv,2021,-,,
1701,850,13 Hours,0,0,76.1%,0,23.9%,2015.csv,2015,76.1%,,
2551,851,The Gambler,0,0,85.7%,0,14.3%,2014.csv,2014,85.7%,,
1700,852,Run All Night,0,0,37%,0,63%,2015.csv,2015,37%,,
3106,853,Gekijouban Tenpesuto 3D,0,0,-,0,100%,2011.csv,2011,-,,
3120,854,Shaolin,0,0,0.2%,0,99.8%,2011.csv,2011,0.2%,,
3111,855,Sseo-ni,0,0,-,0,100%,2011.csv,2011,-,,
3112,856,War of the Arrows,0,0,0.5%,0,99.5%,2011.csv,2011,0.5%,,
3113,857,Kokowääh,0,0,-,0,100%,2011.csv,2011,-,,
3114,858,Winnie the Pooh,0,0,53.5%,0,46.5%,2011.csv,2011,53.5%,,
3115,859,Arthur,0,0,68.6%,0,31.4%,2011.csv,2011,68.6%,,
3116,860,Soul Surfer,0,0,93.1%,0,6.9%,2011.csv,2011,93.1%,,
3117,861,The Debt,0,0,68.3%,0,31.7%,2011.csv,2011,68.3%,,
3118,862,Beastly,0,0,64.5%,0,35.5%,2011.csv,2011,64.5%,,
3119,863,Detective Conan: Quarter of Silence,0,0,-,0,100%,2011.csv,2011,-,,
3109,864,Madea's Big Happy Family,0,0,98.5%,0,1.5%,2011.csv,2011,98.5%,,
3122,865,Shark Night,0,0,45.6%,0,54.4%,2011.csv,2011,45.6%,,
3108,866,Extremely Loud & Incredibly Close,0,0,57.6%,0,42.4%,2011.csv,2011,57.6%,,
3123,867,50/50,0,0,85.2%,0,14.8%,2011.csv,2011,85.2%,,
3124,868,Fright Night,0,0,44.6%,0,55.4%,2011.csv,2011,44.6%,,
3125,869,Drive Angry,0,0,26.2%,0,73.8%,2011.csv,2011,26.2%,,
3126,870,30 Minutes or Less,0,0,91.1%,0,8.9%,2011.csv,2011,91.1%,,
3127,871,Gantz,0,0,-,0,100%,2011.csv,2011,-,,
3128,872,The Roommate,0,0,92.1%,0,7.9%,2011.csv,2011,92.1%,,
3129,873,SP: The Motion Picture II,0,0,-,0,100%,2011.csv,2011,-,,
3130,874,Dream House,0,0,53.3%,0,46.7%,2011.csv,2011,53.3%,,
3131,875,Monte Carlo,0,0,58.3%,0,41.7%,2011.csv,2011,58.3%,,
3121,876,Born to Be Wild,0,0,62.4%,0,37.6%,2011.csv,2011,62.4%,,
3107,877,Silent Hill: Revelation,0,0,31.7%,0,68.3%,2011.csv,2011,31.7%,,
3083,878,"Big Mommas: Like Father, Like Son",0,0,45.9%,0,54.1%,2011.csv,2011,45.9%,,
3110,879,A Ghost of a Chance,0,0,-,0,100%,2011.csv,2011,-,,
3132,880,Eiga Kaibutsukun,0,0,-,0,100%,2011.csv,2011,-,,
3133,881,Mars Needs Moms,0,0,54.5%,0,45.5%,2011.csv,2011,54.5%,,
3084,882,Abduction,0,0,34.2%,0,65.8%,2011.csv,2011,34.2%,,
3085,883,Tinker Tailor Soldier Spy,0,0,29.7%,0,70.3%,2011.csv,2011,29.7%,,
3086,884,Priest,0,0,37.2%,0,62.8%,2011.csv,2011,37.2%,,
3087,885,Drive,0,0,45.5%,0,54.5%,2011.csv,2011,45.5%,,
3088,886,The Ides of March,0,0,53.7%,0,46.3%,2011.csv,2011,53.7%,,
3089,887,The Mechanic,0,0,38.3%,0,61.7%,2011.csv,2011,38.3%,,
3090,888,The Change-Up,0,0,49.1%,0,50.9%,2011.csv,2011,49.1%,,
3091,889,Larry Crowne,0,0,47.4%,0,52.6%,2011.csv,2011,47.4%,,
3092,890,Diary of a Wimpy Kid: Rodrick Rules,0,0,72.7%,0,27.3%,2011.csv,2011,72.7%,,
3093,891,The Dilemma,0,0,69.5%,0,30.5%,2011.csv,2011,69.5%,,
3094,892,Something Borrowed,0,0,60%,0,40%,2011.csv,2011,60%,,
3095,893,The Darkest Hour,0,0,33.2%,0,66.8%,2011.csv,2011,33.2%,,
3096,894,Hanna,0,0,63.1%,0,36.9%,2011.csv,2011,63.1%,,
3097,895,Footloose 2011 Re-release,0,0,81.5%,0,18.5%,2011.csv,2011,81.5%,,
3098,896,Conan the Barbarian,0,0,33.5%,0,66.5%,2011.csv,2011,33.5%,,
3099,897,Colombiana,0,0,57.8%,0,42.2%,2011.csv,2011,57.8%,,
3100,898,From Up on Poppy Hill,0,0,1.6%,0,98.4%,2011.csv,2011,1.6%,,
3101,899,What a Beautiful Day,0,0,-,0,100%,2011.csv,2011,-,,
3102,900,One Day,0,0,23.3%,0,76.7%,2011.csv,2011,23.3%,,
3103,901,The Tree of Life,0,0,22.8%,0,77.2%,2011.csv,2011,22.8%,,
3104,902,Beginning of the Great Revival,0,0,0.3%,0,99.7%,2011.csv,2011,0.3%,,
3105,903,Killer Elite,0,0,44%,0,56%,2011.csv,2011,44%,,
3082,904,J. Edgar,0,0,43.9%,0,56.1%,2011.csv,2011,43.9%,,
3135,905,Don't Be Afraid of the Dark,0,0,62.8%,0,37.2%,2011.csv,2011,62.8%,,
3185,906,Qualunquemente,0,0,-,0,100%,2011.csv,2011,-,,
3163,907,You Are the Apple of My Eye,0,0,-,0,100%,2011.csv,2011,-,,
3173,908,A Monster in Paris,0,0,-,0,100%,2011.csv,2011,-,,
3164,909,Torrente 4,0,0,-,0,100%,2011.csv,2011,-,,
3165,910,The Sorcerer and the White Snake,0,0,-,0,100%,2011.csv,2011,-,,
3166,911,Unfair: The Answer,0,0,-,0,100%,2011.csv,2011,-,,
3167,912,Dragon,0,0,-,0,100%,2011.csv,2011,-,,
3168,913,Yolki 2,0,0,-,0,100%,2011.csv,2011,-,,
3169,914,Your Highness,0,0,77.1%,0,22.9%,2011.csv,2011,77.1%,,
3170,915,Love Strikes!,0,0,-,0,100%,2011.csv,2011,-,,
3171,916,The Women on the 6th Floor,0,0,2.6%,0,97.4%,2011.csv,2011,2.6%,,
3172,917,Listy do M.,0,0,-,0,100%,2011.csv,2011,-,,
3162,918,My Own Swordsman,0,0,-,0,100%,2011.csv,2011,-,,
3175,919,Apollo 18,0,0,67.4%,0,32.6%,2011.csv,2011,67.4%,,
3161,920,The Rum Diary,0,0,43.5%,0,56.5%,2011.csv,2011,43.5%,,
3176,921,Our Idiot Brother,0,0,96.2%,0,3.8%,2011.csv,2011,96.2%,,
3177,922,Eyyvah Eyvah 2,0,0,-,0,100%,2011.csv,2011,-,,
3178,923,Ready,0,0,3.9%,0,96.1%,2011.csv,2011,3.9%,,
3179,924,In His Chart,0,0,-,0,100%,2011.csv,2011,-,,
3180,925,Warrior,0,0,58.6%,0,41.4%,2011.csv,2011,58.6%,,
3181,926,Hoodwinked Too! Hood vs. Evil,0,0,43.8%,0,56.2%,2011.csv,2011,43.8%,,
3182,927,Young Adult,0,0,71.1%,0,28.9%,2011.csv,2011,71.1%,,
3183,928,Andalucia: Revenge of the Goddess,0,0,-,0,100%,2011.csv,2011,-,,
3184,929,A Separation,0,0,31%,0,69%,2011.csv,2011,31%,,
3174,930,Ivan Tsarevich & the Grey Wolf,0,0,-,0,100%,2011.csv,2011,-,,
3160,931,Eternal Moment,0,0,-,0,100%,2011.csv,2011,-,,
3159,932,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,0,0,-,0,100%,2011.csv,2011,-,,
3136,933,Jumping the Broom,0,0,97.7%,0,2.3%,2011.csv,2011,97.7%,,
3147,934,Punch,0,0,-,0,100%,2011.csv,2011,-,,
3137,935,One for the Money,0,0,69.4%,0,30.6%,2011.csv,2011,69.4%,,
3138,936,The Eagle,0,0,51.3%,0,48.7%,2011.csv,2011,51.3%,,
3139,937,A Very Harold & Kumar Christmas,0,0,96.9%,0,3.1%,2011.csv,2011,96.9%,,
3140,938,Ra.One,0,0,7%,0,93%,2011.csv,2011,7%,,
3141,939,Courageous,0,0,98.1%,0,1.9%,2011.csv,2011,98.1%,,
3142,940,My Week with Marilyn,0,0,41.6%,0,58.4%,2011.csv,2011,41.6%,,
3143,941,The Sitter,0,0,87.1%,0,12.9%,2011.csv,2011,87.1%,,
3144,942,Jane Eyre,0,0,32.4%,0,67.6%,2011.csv,2011,32.4%,,
3145,943,The Skin I Live In,0,0,9.5%,0,90.5%,2011.csv,2011,9.5%,,
3146,944,Gantz: Perfect Answer,0,0,-,0,100%,2011.csv,2011,-,,
3148,945,Detective K: Secret of Virtuous Widow,0,0,-,0,100%,2011.csv,2011,-,,
3134,946,The Crown Jewels,0,0,-,0,100%,2011.csv,2011,-,,
3149,947,Bodyguard,0,0,5.8%,0,94.2%,2011.csv,2011,5.8%,,
3150,948,The Thing,0,0,53.7%,0,46.3%,2011.csv,2011,53.7%,,
3151,949,I Don't Know How She Does It,0,0,30.8%,0,69.2%,2011.csv,2011,30.8%,,
3152,950,"All's Well, Ends Well 2011",0,0,-,0,100%,2011.csv,2011,-,,
3153,951,Vysotsky: Thank God I'm Alive,0,0,-,0,100%,2011.csv,2011,-,,
3154,952,Silenced,0,0,-,0,100%,2011.csv,2011,-,,
3155,953,African Cats,0,0,50%,0,50%,2011.csv,2011,50%,,
3156,954,Carnage,0,0,8.3%,0,91.7%,2011.csv,2011,8.3%,,
3157,955,A Dangerous Method,0,0,18.7%,0,81.3%,2011.csv,2011,18.7%,,
3158,956,What's Your Number?,0,0,46%,0,54%,2011.csv,2011,46%,,
3081,957,Spy Kids 4-D: All the Time in the World,0,0,45%,0,55%,2011.csv,2011,45%,,
3079,958,The Lincoln Lawyer,0,0,66.9%,0,33.1%,2011.csv,2011,66.9%,,
3004,959,Mission: Impossible - Ghost Protocol,0,0,30.1%,0,69.9%,2011.csv,2011,30.1%,,
3027,960,Green Lantern,0,0,53%,0,47%,2011.csv,2011,53%,,
3001,961,Transformers: Dark of the Moon,0,0,31.4%,0,68.6%,2011.csv,2011,31.4%,,
3005,962,Kung Fu Panda 2,0,0,24.8%,0,75.2%,2011.csv,2011,24.8%,,
3006,963,Fast Five,0,0,33.5%,0,66.5%,2011.csv,2011,33.5%,,
3007,964,The Hangover Part II,0,0,43.4%,0,56.6%,2011.csv,2011,43.4%,,
3008,965,The Smurfs,0,0,25.3%,0,74.7%,2011.csv,2011,25.3%,,
3009,966,Cars 2,0,0,34.2%,0,65.8%,2011.csv,2011,34.2%,,
3010,967,Puss in Boots,0,0,26.9%,0,73.1%,2011.csv,2011,26.9%,,
3011,968,Sherlock Holmes: A Game of Shadows,0,0,34.4%,0,65.6%,2011.csv,2011,34.4%,,
3012,969,Rio,0,0,29.7%,0,70.3%,2011.csv,2011,29.7%,,
3013,970,Rise of the Planet of the Apes,0,0,36.7%,0,63.3%,2011.csv,2011,36.7%,,
3003,971,The Twilight Saga: Breaking Dawn - Part 1,0,0,39.5%,0,60.5%,2011.csv,2011,39.5%,,
3014,972,Thor,0,0,40.3%,0,59.7%,2011.csv,2011,40.3%,,
3016,973,The Adventures of Tintin: The Secret of the Unicorn,0,0,20.7%,0,79.3%,2011.csv,2011,20.7%,,
3017,974,Captain America: The First Avenger,0,0,47.7%,0,52.3%,2011.csv,2011,47.7%,,
3018,975,X-Men: First Class,0,0,41.5%,0,58.5%,2011.csv,2011,41.5%,,
3019,976,Alvin and the Chipmunks: Chipwrecked,0,0,38.8%,0,61.2%,2011.csv,2011,38.8%,,
3020,977,Real Steel,0,0,28.6%,0,71.4%,2011.csv,2011,28.6%,,
3021,978,Bridesmaids,0,0,58.6%,0,41.4%,2011.csv,2011,58.6%,,
3022,979,Super 8,0,0,48.8%,0,51.2%,2011.csv,2011,48.8%,,
3023,980,Rango,0,0,50.3%,0,49.7%,2011.csv,2011,50.3%,,
3024,981,The Girl with the Dragon Tattoo,0,0,44.1%,0,55.9%,2011.csv,2011,44.1%,,
3025,982,The Green Hornet,0,0,43.4%,0,56.6%,2011.csv,2011,43.4%,,
3015,983,The Intouchables,0,0,2.4%,0,97.6%,2011.csv,2011,2.4%,,
2550,984,Frank Miller's Sin City: A Dame to Kill For,0,0,34.9%,0,65.1%,2014.csv,2014,34.9%,,
3000,985,Harry Potter and the Deathly Hallows: Part 2,0,0,28.4%,0,71.6%,2011.csv,2011,28.4%,,
2978,986,The World's Fastest Indian,0,0,28%,0,72%,2005.csv,2005,28%,,
2989,987,The Great Yokai War,0,0,-,0,100%,2005.csv,2005,-,,
2979,988,Night Watch 2005 Re-release,0,0,8.4%,0,91.6%,2005.csv,2005,8.4%,,
2980,989,Joyeux Noel,0,0,6%,0,94%,2005.csv,2005,6%,,
2981,990,You Are My Sunshine,0,0,-,0,100%,2005.csv,2005,-,,
2982,991,Palais royal!,0,0,-,0,100%,2005.csv,2005,-,,
2983,992,Roll Bounce,0,0,99.3%,0,0.7%,2005.csv,2005,99.3%,,
2984,993,Rebound,0,0,96.1%,0,3.9%,2005.csv,2005,96.1%,,
2985,994,Stormy Night,0,0,-,0,100%,2005.csv,2005,-,,
2986,995,The Matador,0,0,72.6%,0,27.4%,2005.csv,2005,72.6%,,
2987,996,Aegis,0,0,-,0,100%,2005.csv,2005,-,,
2988,997,Caché,0,0,22.5%,0,77.5%,2005.csv,2005,22.5%,,
2990,998,Kiss Kiss Bang Bang,0,0,26.9%,0,73.1%,2005.csv,2005,26.9%,,
3080,999,Hall Pass,0,0,52.3%,0,47.7%,2011.csv,2011,52.3%,,
2991,1000,The Gospel,0,0,100%,0,-,2005.csv,2005,100%,,
2992,1001,Two Sons of Francisco,0,0,-,0,100%,2005.csv,2005,-,,
2993,1002,The Greatest Game Ever Played,0,0,99.4%,0,0.6%,2005.csv,2005,99.4%,,
2994,1003,Transamerica,0,0,59.5%,0,40.5%,2005.csv,2005,59.5%,,
2995,1004,"Murder, Take One",0,0,-,0,100%,2005.csv,2005,-,,
2996,1005,Most Beautiful Week in My Life,0,0,-,0,100%,2005.csv,2005,-,,
2997,1006,Samurai Commando Mission 1549,0,0,-,0,100%,2005.csv,2005,-,,
2998,1007,Blood Rain,0,0,-,0,100%,2005.csv,2005,-,,
2999,1008,Proof,0,0,53.1%,0,46.9%,2005.csv,2005,53.1%,,
3026,1009,Immortals,0,0,36.8%,0,63.2%,2011.csv,2011,36.8%,,
3002,1010,Pirates of the Caribbean: On Stranger Tides,0,0,23.1%,0,76.9%,2011.csv,2011,23.1%,,
3029,1011,Bad Teacher,0,0,46.4%,0,53.6%,2011.csv,2011,46.4%,,
3055,1012,Arthur Christmas,0,0,31.5%,0,68.5%,2011.csv,2011,31.5%,,
3057,1013,"Crazy, Stupid, Love.",0,0,58.2%,0,41.8%,2011.csv,2011,58.2%,,
3053,1014,Friends with Benefits,0,0,37.3%,0,62.7%,2011.csv,2011,37.3%,,
3069,1015,Justin Bieber: Never Say Never,0,0,73.7%,0,26.3%,2011.csv,2011,73.7%,,
3059,1016,Contagion,0,0,55.4%,0,44.6%,2011.csv,2011,55.4%,,
3060,1017,Unknown,0,0,46.9%,0,53.1%,2011.csv,2011,46.9%,,
3061,1018,The Artist,0,0,33.5%,0,66.5%,2011.csv,2011,33.5%,,
3062,1019,The Three Musketeers,0,0,15.4%,0,84.6%,2011.csv,2011,15.4%,,
3063,1020,We Bought a Zoo,0,0,63%,0,37%,2011.csv,2011,63%,,
3064,1021,Hankyu Railways - A 15-minute Miracle,0,0,-,0,100%,2011.csv,2011,-,,
3065,1022,Water for Elephants,0,0,50.1%,0,49.9%,2011.csv,2011,50.1%,,
3066,1023,The Iron Lady,0,0,25.9%,0,74.1%,2011.csv,2011,25.9%,,
3056,1024,Source Code,0,0,37.1%,0,62.9%,2011.csv,2011,37.1%,,
3067,1025,Moneyball,0,0,68.6%,0,31.4%,2011.csv,2011,68.6%,,
3070,1026,Paul,0,0,38.2%,0,61.8%,2011.csv,2011,38.2%,,
3054,1027,No Strings Attached,0,0,47.4%,0,52.6%,2011.csv,2011,47.4%,,
3071,1028,Scream 4,0,0,39.3%,0,60.7%,2011.csv,2011,39.3%,,
3072,1029,The Rite,0,0,34.2%,0,65.8%,2011.csv,2011,34.2%,,
3073,1030,Dolphin Tale,0,0,75.4%,0,24.6%,2011.csv,2011,75.4%,,
3074,1031,Nothing to Declare,0,0,-,0,100%,2011.csv,2011,-,,
3075,1032,Season of the Witch,0,0,27.1%,0,72.9%,2011.csv,2011,27.1%,,
3076,1033,Red Riding Hood,0,0,41.7%,0,58.3%,2011.csv,2011,41.7%,,
3077,1034,Sucker Punch,0,0,40.5%,0,59.5%,2011.csv,2011,40.5%,,
3078,1035,The Inbetweeners,0,0,<0.1%,0,100%,2011.csv,2011,<0.1%,,
3068,1036,Insidious,0,0,54.2%,0,45.8%,2011.csv,2011,54.2%,,
3030,1037,Just Go with It,0,0,47.9%,0,52.1%,2011.csv,2011,47.9%,,
3031,1038,Battle Los Angeles,0,0,39.4%,0,60.6%,2011.csv,2011,39.4%,,
3186,1039,Friends: Naki on the Monster Island,0,0,-,0,100%,2011.csv,2011,-,,
3041,1040,Cowboys & Aliens,0,0,57.3%,0,42.7%,2011.csv,2011,57.3%,,
3058,1041,New Year's Eve,0,0,38.4%,0,61.6%,2011.csv,2011,38.4%,,
3032,1042,Horrible Bosses,0,0,56%,0,44%,2011.csv,2011,56%,,
3033,1043,Paranormal Activity 3,0,0,50.2%,0,49.8%,2011.csv,2011,50.2%,,
3034,1044,Gnomeo & Juliet,0,0,51.5%,0,48.5%,2011.csv,2011,51.5%,,
3035,1045,Mr. Popper's Penguins,0,0,36.4%,0,63.6%,2011.csv,2011,36.4%,,
3036,1046,Hugo,0,0,39.8%,0,60.2%,2011.csv,2011,39.8%,,
3037,1047,The Lion King 2011 3D Release,0,0,50.8%,0,49.2%,2011.csv,2011,50.8%,,
3038,1048,Hop,0,0,58.8%,0,41.2%,2011.csv,2011,58.8%,,
3039,1049,War Horse,0,0,45%,0,55%,2011.csv,2011,45%,,
3040,1050,The Descendants,0,0,46.6%,0,53.4%,2011.csv,2011,46.6%,,
3042,1051,In Time,0,0,21.6%,0,78.4%,2011.csv,2011,21.6%,,
3028,1052,The Help,0,0,78.3%,0,21.7%,2011.csv,2011,78.3%,,
3043,1053,Zookeeper,0,0,47.3%,0,52.7%,2011.csv,2011,47.3%,,
3044,1054,The Muppets,0,0,53.7%,0,46.3%,2011.csv,2011,53.7%,,
3045,1055,Limitless,0,0,49%,0,51%,2011.csv,2011,49%,,
3046,1056,Johnny English Reborn,0,0,5.2%,0,94.8%,2011.csv,2011,5.2%,,
3047,1057,Happy Feet Two,0,0,40.2%,0,59.8%,2011.csv,2011,40.2%,,
3048,1058,Final Destination 5,0,0,27%,0,73%,2011.csv,2011,27%,,
3049,1059,Midnight in Paris,0,0,36.9%,0,63.1%,2011.csv,2011,36.9%,,
3050,1060,Tower Heist,0,0,51%,0,49%,2011.csv,2011,51%,,
3051,1061,I Am Number Four,0,0,36.8%,0,63.2%,2011.csv,2011,36.8%,,
3052,1062,Jack and Jill,0,0,49.5%,0,50.5%,2011.csv,2011,49.5%,,
3187,1063,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,0,0,-,0,100%,2011.csv,2011,-,,
3188,1064,Gooische Vrouwen,0,0,-,0,100%,2011.csv,2011,-,,
3323,1065,The Thousand Faces of Dunjia,0,0,0.3%,0,99.7%,2017.csv,2017,0.3%,,
3376,1066,Monster Family,0,0,0.5%,0,99.5%,2017.csv,2017,0.5%,,
3335,1067,Loving Vincent,0,0,16%,0,84%,2017.csv,2017,16%,,
3325,1068,Hanson and the Beast,0,0,-,0,100%,2017.csv,2017,-,,
3326,1069,Gintama Live Action the Movie,0,0,-,0,100%,2017.csv,2017,-,,
3327,1070,Guilty of Mind,0,0,-,0,100%,2017.csv,2017,-,,
3328,1071,Flatliners,0,0,37.4%,0,62.6%,2017.csv,2017,37.4%,,
3329,1072,Bad Genius,0,0,-,0,100%,2017.csv,2017,-,,
3330,1073,Mother!,0,0,40%,0,60%,2017.csv,2017,40%,,
